signal_id,r_ind,r_mean,r_variance,r_std,r_skewness,r_energy,d_ind,d_mean,d_variance,d_std,d_skewness,d_energy
sound_0,82,-0.0001429791723574518,1.9427661286093568e-07,0.00044076820763405304,-0.02840625822365985,3.220794848834364e-06,3990,-0.00013973619484714477,1.65672862972392e-07,0.00040702931463518937,-0.021185485430524936,2.7779860068412682e-06
sound_0,83,-5.275981039818503e-05,2.0856639854839577e-08,0.00014441828088867273,-0.0008168955403279959,3.546035617213801e-07,1547,-4.644626114356851e-05,9.952315249205863e-09,9.976129133690012e-05,-0.00019740376648962014,1.816435563513364e-07
sound_0,84,-3.2535100651361307e-06,2.7675547902765377e-09,5.26075544981568e-05,-8.19518069907011e-06,4.16721017703072e-08,5712,-2.942263368801549e-06,1.972380689143259e-10,1.4044147140867114e-05,-1.5126163320625873e-07,3.0884247396857603e-09
sound_0,85,9.501355501737414e-06,4.994018451796608e-09,7.066836952835836e-05,1.841688539805275e-05,7.626441312250505e-08,8450,9.329032141811644e-06,9.259698881396844e-10,3.0429753336819615e-05,6.308602507161161e-06,1.5195010932639584e-08
sound_0,86,5.0826609307181205e-06,5.780767718978104e-09,7.603136010211908e-05,8.533262170081913e-06,8.70990174167213e-08,4427,5.254750181453397e-06,2.085120278511554e-10,1.4439945562610526e-05,-4.33419986287959e-08,3.5418664098095977e-09
sound_0,87,2.937070313279997e-05,3.154841455843511e-09,5.616797535823693e-05,-1.125606961517912e-06,6.026219487537866e-08,1626,1.4614403322224257e-05,8.584614918474893e-10,2.929951350871699e-05,5.3069687886135306e-06,1.6080634144681925e-08
sound_0,88,-6.251349181821302e-06,1.095825167862231e-09,3.3103250110257014e-05,-8.896538166178505e-07,1.702356801682933e-08,25,-6.328069631111926e-06,1.3001744999782006e-10,1.14025194583399e-05,-8.639487325159564e-08,2.550928728810317e-09
sound_0,89,2.20473694162088e-05,6.740251771077053e-09,8.209903635900396e-05,7.027330768187294e-06,1.0839507403877749e-07,5597,1.2970982714294727e-05,1.9141553714235874e-10,1.3835300399426055e-05,-3.4322837336191037e-09,5.39492894575337e-09
sound_0,90,-1.9605696008852396e-05,1.9148911358346265e-09,4.375946909909473e-05,-3.5482351386539297e-06,3.4489116777392356e-08,5449,-1.4707428485577401e-05,2.7522010060658973e-10,1.658975890742809e-05,-5.356537499358652e-07,7.37292829897445e-09
sound_0,91,-3.678909406960748e-08,2.8484216388980013e-09,5.3370606506746775e-05,-4.521453864838733e-06,4.2726344885031665e-08,1771,-7.265879211917899e-09,1.538975151160862e-10,1.2405543725128947e-05,-3.329794752544488e-08,2.3084635186363027e-09
